,Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,emp no,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager,Job Satisfaction Status,Age Bucket
2698,No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-2699,3107.0,Male,Sales Executive,Married,No,Y,2,32,1,371,19,Bachelor's Degree,1,4,80,1,3,3,9610,3840,3,13,3,3,80,1,10,1,4,3,0,2,,
2699,No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-2700,3108.0,Male,Sales Representative,Married,No,Y,3,35,1,660,7,High School,1,4,76,3,1,3,2404,16192,1,13,3,1,80,1,1,3,1,0,0,0,,
2700,No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-2701,3109.0,Male,Sales Executive,Married,No,Y,3,32,1,601,7,Doctoral Degree,1,4,97,3,2,4,9204,23343,4,12,3,3,80,1,7,2,4,3,0,3,,
2701,No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,STAFF-2702,3110.0,Male,Sales Executive,Married,No,Y,3,39,1,1462,6,Bachelor's Degree,1,4,38,4,3,3,8237,4658,2,11,3,1,80,1,11,3,7,6,7,6,,
2702,No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-2703,3111.0,Male,Sales Executive,Married,No,Y,2,37,1,589,9,Associates Degree,1,2,46,2,2,2,4189,8800,1,14,3,1,80,2,5,3,5,2,0,3,,
2703,No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-2704,3112.0,Male,Sales Executive,Married,No,Y,1,36,1,335,17,Associates Degree,1,3,33,2,2,2,5507,16822,2,16,3,3,80,2,12,1,4,2,1,3,,
2704,No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-2705,3113.0,Male,Sales Executive,Married,No,Y,3,38,1,1321,1,Master's Degree,1,4,86,3,2,2,4440,7636,0,15,3,1,80,2,16,3,15,13,5,8,,
2705,No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-2706,3114.0,Male,Sales Executive,Married,No,Y,2,30,1,1358,16,High School,1,4,96,3,2,3,5301,2939,8,15,3,3,80,2,4,2,2,1,2,2,,
2706,No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-2707,3115.0,Male,Sales Representative,Single,No,Y,3,38,1,1404,1,Bachelor's Degree,1,1,59,2,1,1,2858,11473,4,14,3,1,80,0,20,2,1,0,0,0,,
2707,No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-2708,3116.0,Male,Sales Executive,Single,No,Y,3,39,1,119,15,Master's Degree,1,2,77,3,4,1,13341,25098,0,12,3,1,80,0,21,3,20,8,11,10,,
2708,No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,STAFF-2709,3117.0,Male,Manager,Single,No,Y,3,40,1,611,7,Master's Degree,1,2,88,3,5,2,19833,4349,1,14,3,2,80,0,21,2,21,8,12,8,,
2709,No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-2710,3118.0,Male,Sales Executive,Single,No,Y,2,33,1,217,10,Master's Degree,1,2,43,3,2,3,5487,10410,1,14,3,2,80,0,10,2,10,4,0,9,,
2710,No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-2711,3119.0,Male,Sales Executive,Single,No,Y,2,29,1,469,10,Bachelor's Degree,1,3,42,2,2,3,5869,23413,9,11,3,3,80,0,8,3,5,2,1,4,,
2711,No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-2712,3120.0,Male,Sales Executive,Single,No,Y,4,26,1,572,10,Bachelor's Degree,1,3,46,3,2,4,4684,9125,1,13,3,1,80,0,5,3,5,3,1,2,,
2712,No,Travel_Rarely,25 - 34,Current Employees,Sales,Other,STAFF-2713,3121.0,Male,Sales Executive,Single,No,Y,2,34,1,1326,3,Bachelor's Degree,1,4,81,1,2,1,4759,15891,3,18,3,4,80,0,15,3,13,9,3,12,,
2713,No,Travel_Rarely,Under 25,Current Employees,Sales,Life Sciences,STAFF-2714,3122.0,Male,Sales Representative,Single,No,Y,3,20,1,727,9,High School,1,4,54,3,1,1,2728,21082,1,11,3,1,80,0,2,3,2,2,0,2,,
2714,No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-2715,3123.0,Male,Sales Executive,Single,No,Y,4,28,1,866,5,Bachelor's Degree,1,4,84,3,2,1,8463,23490,0,18,3,4,80,0,6,3,5,4,1,3,,
2715,No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-2716,3124.0,Male,Sales Executive,Single,No,Y,3,41,1,918,6,Bachelor's Degree,1,4,35,3,3,3,9241,15869,1,12,3,2,80,0,10,3,10,8,8,7,,
2716,No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-2717,3125.0,Male,Sales Executive,Single,No,Y,5,27,1,954,9,Bachelor's Degree,1,4,44,3,2,4,4105,5099,1,14,3,1,80,0,7,3,7,7,0,7,,
2717,No,Travel_Rarely,45 - 54,Current Employees,Sales,Life Sciences,STAFF-2718,3126.0,Male,Manager,Single,No,Y,5,46,1,563,1,Master's Degree,1,4,56,4,4,1,17567,3156,1,15,3,2,80,0,27,1,26,0,0,12,,
2718,No,Non-Travel,Under 25,Current Employees,R&D,Other,STAFF-2719,3127.0,Female,Research Scientist,Married,Yes,Y,2,22,1,457,26,Associates Degree,1,2,85,2,1,3,2814,10293,1,14,3,2,80,0,4,2,4,2,1,3,,
2719,No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-2720,3128.0,Female,Research Scientist,Divorced,Yes,Y,3,38,1,1394,8,Bachelor's Degree,1,4,58,2,2,2,2133,18115,1,16,3,3,80,1,20,3,20,11,0,7,,
2720,No,Travel_Frequently,Under 25,Current Employees,R&D,Technical Degree,STAFF-2721,3129.0,Female,Research Scientist,Single,Yes,Y,2,24,1,567,2,High School,1,1,32,3,1,4,3760,17218,1,13,3,3,80,0,6,3,6,3,1,3,,
2721,No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2722,3130.0,Female,Laboratory Technician,Single,Yes,Y,3,27,1,1297,5,Associates Degree,1,4,53,3,1,4,2379,19826,0,14,3,3,80,0,6,2,5,4,0,2,,
2722,No,Travel_Rarely,35 - 44,Current Employees,HR,Life Sciences,STAFF-2723,3131.0,Female,Human Resources,Divorced,Yes,Y,2,44,1,528,1,Bachelor's Degree,1,3,44,3,1,4,3195,4167,4,18,3,1,80,3,8,3,2,2,2,2,,
2723,No,Travel_Rarely,35 - 44,Current Employees,HR,Life Sciences,STAFF-2724,3132.0,Female,Human Resources,Single,Yes,Y,2,35,1,1146,26,Master's Degree,1,3,31,3,3,4,8837,16642,1,16,3,3,80,0,9,3,9,0,1,7,,
2724,No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-2725,3133.0,Female,Research Director,Divorced,Yes,Y,4,44,1,1313,7,Bachelor's Degree,1,2,31,3,5,4,19049,3549,0,14,3,4,80,1,23,2,22,7,1,10,,
2725,No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-2726,3134.0,Female,Manufacturing Director,Divorced,Yes,Y,4,47,1,1001,4,Bachelor's Degree,1,3,92,2,3,2,10333,19271,8,12,3,3,80,1,28,3,22,11,14,10,,
2726,No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-2727,3135.0,Female,Laboratory Technician,Divorced,Yes,Y,2,49,1,464,16,Bachelor's Degree,1,4,74,3,1,1,2587,24941,4,16,3,2,80,1,17,2,2,2,2,2,,
2727,No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-2728,3136.0,Female,Laboratory Technician,Divorced,Yes,Y,4,31,1,1276,2,High School,1,4,59,1,1,4,1129,17536,1,11,3,3,80,3,1,3,1,0,0,0,,
2728,No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,STAFF-2729,3137.0,Female,Manufacturing Director,Married,Yes,Y,2,35,1,219,16,Associates Degree,1,4,44,2,2,2,4788,25388,0,11,3,4,80,0,4,3,3,2,0,2,,
2729,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2730,3138.0,Female,Research Scientist,Married,Yes,Y,3,26,1,482,1,Associates Degree,1,2,90,2,1,3,2933,14908,1,13,3,3,80,1,1,2,1,0,1,0,,
2730,No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2731,3139.0,Female,Manufacturing Director,Married,Yes,Y,3,40,1,369,8,Associates Degree,1,2,92,3,2,1,6516,5041,2,16,3,2,80,1,18,3,1,0,0,0,,
2731,No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-2732,3140.0,Female,Healthcare Representative,Married,Yes,Y,6,33,1,501,15,Associates Degree,1,2,95,3,2,4,4878,21653,0,13,3,1,80,1,10,3,9,7,8,1,,
2732,No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-2733,3141.0,Female,Healthcare Representative,Married,Yes,Y,3,49,1,465,6,High School,1,3,41,2,4,3,13966,11652,2,19,3,2,80,1,30,3,15,11,2,12,,
2733,No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2734,3142.0,Female,Healthcare Representative,Married,Yes,Y,2,44,1,921,2,Bachelor's Degree,1,3,96,4,3,4,7879,14810,1,19,3,2,80,1,9,3,8,7,6,7,,
2734,No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-2735,3143.0,Female,Manufacturing Director,Married,Yes,Y,6,38,1,397,2,Associates Degree,1,4,54,2,3,3,7756,14199,3,19,3,4,80,1,10,4,5,4,0,2,,
2735,No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2736,3144.0,Female,Manufacturing Director,Married,Yes,Y,2,36,1,559,12,Master's Degree,1,3,76,3,2,3,4663,12421,9,12,3,2,80,2,7,3,3,2,1,1,,
2736,No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-2737,3145.0,Female,Healthcare Representative,Single,Yes,Y,4,35,1,670,10,Master's Degree,1,1,51,3,2,3,6142,4223,3,16,3,3,80,0,10,3,5,2,0,4,,
2737,No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-2738,3146.0,Female,Laboratory Technician,Single,Yes,Y,3,45,1,1015,5,Doctoral Degree,1,3,50,1,2,1,5769,23447,1,14,3,1,80,0,10,3,10,7,1,4,,
2738,No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-2739,3147.0,Female,Manufacturing Director,Single,Yes,Y,3,54,1,157,10,Bachelor's Degree,1,3,77,3,2,1,4440,25198,6,19,3,4,80,0,9,3,5,2,1,4,,
2739,No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2740,3148.0,Female,Manufacturing Director,Single,Yes,Y,2,40,1,448,16,Bachelor's Degree,1,3,84,3,3,4,7945,19948,6,15,3,4,80,0,18,2,4,2,3,3,,
2740,No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-2741,3149.0,Female,Sales Executive,Divorced,Yes,Y,3,41,1,796,4,High School,1,3,81,3,3,3,10447,26458,0,13,3,4,80,1,23,4,22,14,13,5,,
2741,No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-2742,3150.0,Female,Sales Executive,Divorced,Yes,Y,2,31,1,1079,10,Associates Degree,1,3,86,3,2,4,6583,20115,2,11,3,4,80,1,8,3,5,2,1,4,,
2742,No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-2743,3151.0,Female,Sales Executive,Married,Yes,Y,2,35,1,1224,7,Master's Degree,1,3,55,3,2,4,5204,13586,1,11,3,4,80,0,10,3,10,8,0,9,,
2743,No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-2744,3152.0,Female,Sales Executive,Married,Yes,Y,3,34,1,735,3,High School,1,4,75,2,2,4,8103,16495,3,12,3,3,80,0,9,2,4,2,0,1,,
2744,No,Travel_Rarely,35 - 44,Current Employees,Sales,Technical Degree,STAFF-2745,3153.0,Female,Sales Executive,Married,Yes,Y,4,36,1,1266,10,Master's Degree,1,2,63,2,2,3,5673,6060,1,13,3,1,80,1,10,3,10,9,1,7,,
2745,No,Travel_Rarely,45 - 54,Current Employees,Sales,Medical,STAFF-2746,3154.0,Female,Sales Executive,Married,Yes,Y,4,47,1,571,14,Bachelor's Degree,1,3,78,3,2,3,4591,24200,3,17,3,3,80,1,11,2,5,4,1,2,,
2746,No,Travel_Rarely,Over 55,Current Employees,Sales,Life Sciences,STAFF-2747,3155.0,Female,Manager,Married,Yes,Y,2,58,1,605,21,Bachelor's Degree,1,4,72,3,4,4,17875,11761,4,13,3,3,80,1,29,2,1,0,0,0,,
2747,No,Travel_Rarely,Under 25,Current Employees,Sales,Medical,STAFF-2748,3156.0,Female,Sales Executive,Married,Yes,Y,3,24,1,1476,4,High School,1,4,42,3,2,3,4162,15211,1,12,3,3,80,2,5,3,5,4,0,3,,
2748,No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-2749,3157.0,Female,Sales Executive,Single,Yes,Y,3,36,1,1174,3,Master's Degree,1,1,99,3,2,2,9278,20763,3,16,3,4,80,0,15,3,5,4,0,1,,
2749,No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2750,3158.0,Male,Healthcare Representative,Divorced,Yes,Y,2,40,1,1142,8,Associates Degree,1,4,72,3,2,4,4069,8841,3,18,3,3,80,0,8,3,2,2,2,2,,
2750,No,Non-Travel,25 - 34,Current Employees,R&D,Medical,STAFF-2751,3159.0,Male,Research Scientist,Divorced,Yes,Y,3,31,1,976,3,Associates Degree,1,3,48,3,1,1,3065,3995,1,13,3,4,80,1,4,4,4,2,2,3,,
2751,No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2752,3160.0,Male,Laboratory Technician,Married,Yes,Y,2,39,1,792,1,Bachelor's Degree,1,4,77,3,2,4,6472,8989,1,15,3,4,80,1,9,3,9,8,5,8,,
2752,No,Non-Travel,25 - 34,Current Employees,Sales,Life Sciences,STAFF-2753,3161.0,Male,Sales Executive,Divorced,Yes,Y,3,34,1,1375,10,Bachelor's Degree,1,4,87,3,2,3,4001,12313,1,14,3,3,80,1,15,3,15,14,0,7,,
2753,No,Travel_Frequently,35 - 44,Current Employees,HR,Human Resources,STAFF-2754,3162.0,Male,Human Resources,Married,Yes,Y,3,44,1,602,1,Doctoral Degree,1,1,37,3,2,4,5743,10503,4,11,3,3,80,0,14,3,10,7,0,2,,
2754,No,Travel_Frequently,35 - 44,Current Employees,HR,Other,STAFF-2755,3163.0,Male,Human Resources,Married,Yes,Y,2,38,1,1444,1,Master's Degree,1,4,88,3,1,2,2991,5224,0,11,3,2,80,1,7,3,6,2,1,2,,
2755,No,Travel_Frequently,Over 55,Current Employees,R&D,Life Sciences,STAFF-2756,3164.0,Male,Research Director,Married,Yes,Y,3,58,1,1216,15,Master's Degree,1,1,87,3,4,3,15787,21624,2,14,3,2,80,0,23,3,2,2,2,2,,
2756,No,Travel_Frequently,25 - 34,Current Employees,R&D,Other,STAFF-2757,3165.0,Male,Research Scientist,Married,Yes,Y,3,34,1,735,22,Master's Degree,1,3,86,2,2,4,5747,26496,1,15,3,2,80,0,16,3,15,10,6,11,,
2757,No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2758,3166.0,Male,Laboratory Technician,Married,Yes,Y,3,36,1,1302,6,Master's Degree,1,1,80,4,2,1,5562,19711,3,13,3,4,80,1,9,3,3,2,0,2,,
2758,No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,STAFF-2759,3167.0,Male,Healthcare Representative,Married,Yes,Y,3,50,1,1234,20,Doctoral Degree,1,2,41,3,4,3,11245,20689,2,15,3,3,80,1,32,3,30,8,12,13,,
2759,No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2760,3168.0,Male,Healthcare Representative,Married,Yes,Y,3,42,1,288,2,Bachelor's Degree,1,4,40,3,3,4,10124,18611,2,14,3,3,80,1,24,1,20,8,13,9,,
2760,No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2761,3169.0,Male,Healthcare Representative,Married,Yes,Y,2,35,1,1199,18,Master's Degree,1,3,80,3,2,3,5689,24594,1,14,3,4,80,2,10,4,10,2,0,2,,
2761,No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-2762,3170.0,Male,Research Scientist,Single,Yes,Y,2,35,1,146,2,Master's Degree,1,1,79,2,1,4,4930,13970,0,14,3,3,80,0,6,4,5,4,1,4,,
2762,No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-2763,3171.0,Male,Manufacturing Director,Single,Yes,Y,2,44,1,1193,2,High School,1,2,86,3,3,3,10209,19719,5,18,3,2,80,0,16,2,2,2,2,2,,
2763,No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,STAFF-2764,3172.0,Male,Research Director,Single,Yes,Y,2,50,1,333,22,Doctoral Degree,1,3,88,1,4,4,14411,24450,1,13,3,4,80,0,32,3,32,6,13,9,,
2764,No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2765,3173.0,Male,Healthcare Representative,Single,Yes,Y,5,29,1,461,1,Bachelor's Degree,1,4,70,4,2,3,6294,23060,8,12,3,4,80,0,10,4,3,2,0,2,,
2765,No,Travel_Frequently,25 - 34,Current Employees,Sales,Life Sciences,STAFF-2766,3174.0,Male,Sales Executive,Married,Yes,Y,2,28,1,783,1,Associates Degree,1,3,42,2,2,4,6834,19255,1,12,3,3,80,1,7,3,7,7,0,7,,
2766,No,Travel_Rarely,Over 55,Current Employees,HR,Human Resources,STAFF-2767,3175.0,Male,Manager,Married,Yes,Y,0,55,1,189,26,Master's Degree,1,3,71,4,5,2,19636,25811,4,18,3,1,80,1,35,3,10,9,1,4,,
2767,No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-2768,3176.0,Male,Healthcare Representative,Divorced,Yes,Y,2,45,1,1038,20,Bachelor's Degree,1,2,95,1,3,1,10851,19863,2,18,3,2,80,1,24,3,7,7,0,7,,
2768,No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-2769,3177.0,Male,Research Director,Divorced,Yes,Y,3,46,1,734,2,Master's Degree,1,3,46,3,5,4,19328,14218,7,17,3,3,80,1,24,3,2,1,2,2,,
2769,No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2770,3178.0,Male,Research Scientist,Divorced,Yes,Y,3,42,1,557,18,Master's Degree,1,4,35,3,2,1,5410,11189,6,17,3,3,80,1,9,2,4,3,1,2,,
2770,No,Travel_Rarely,25 - 34,Current Employees,R&D,Other,STAFF-2771,3179.0,Male,Laboratory Technician,Divorced,Yes,Y,2,25,1,977,2,High School,1,4,57,3,1,3,3977,7298,6,19,3,3,80,1,7,2,2,2,0,2,,
2771,No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-2772,3180.0,Male,Research Scientist,Married,Yes,Y,5,41,1,1283,5,Doctoral Degree,1,2,90,4,1,3,2127,5561,2,12,3,1,80,0,7,2,4,2,0,3,,
2772,No,Travel_Rarely,Over 55,Current Employees,R&D,Life Sciences,STAFF-2773,3181.0,Male,Healthcare Representative,Married,Yes,Y,2,55,1,1229,4,Master's Degree,1,4,30,3,2,3,4035,16143,0,16,3,2,80,0,4,3,3,2,1,2,,
2773,No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-2774,3182.0,Male,Healthcare Representative,Married,Yes,Y,2,38,1,833,18,Bachelor's Degree,1,2,60,1,2,4,5811,24539,3,16,3,3,80,1,15,3,1,0,1,0,,
2774,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2775,3183.0,Male,Laboratory Technician,Married,Yes,Y,3,33,1,589,28,Master's Degree,1,2,79,3,2,3,5207,22949,1,12,3,2,80,1,15,3,15,14,5,7,,
2775,No,Travel_Rarely,25 - 34,Current Employees,R&D,Other,STAFF-2776,3184.0,Male,Laboratory Technician,Married,Yes,Y,2,29,1,1378,13,Associates Degree,1,4,46,2,2,2,4025,23679,4,13,3,1,80,1,10,3,4,3,0,3,,
2776,No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2777,3185.0,Male,Healthcare Representative,Married,Yes,Y,1,36,1,1383,10,Bachelor's Degree,1,4,90,3,3,1,8321,25949,7,13,3,4,80,1,15,3,12,8,5,7,,
2777,No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-2778,3186.0,Male,Laboratory Technician,Married,Yes,Y,3,35,1,1490,11,Master's Degree,1,4,43,3,1,3,2660,20232,7,11,3,3,80,1,5,3,2,2,2,2,,
2778,No,Travel_Rarely,45 - 54,Current Employees,R&D,Technical Degree,STAFF-2779,3187.0,Male,Manufacturing Director,Married,Yes,Y,4,45,1,1448,29,Bachelor's Degree,1,2,55,3,3,4,9380,14720,4,18,3,4,80,2,10,4,3,1,1,2,,
2779,No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-2780,3188.0,Male,Research Scientist,Married,Yes,Y,3,34,1,181,2,Master's Degree,1,4,97,4,1,4,2932,5586,0,14,3,1,80,3,6,3,5,0,1,2,,
2780,No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-2781,3189.0,Male,Laboratory Technician,Single,Yes,Y,3,29,1,1370,3,High School,1,2,87,3,1,1,4723,16213,1,18,3,4,80,0,10,3,10,9,1,5,,
2781,No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-2782,3190.0,Male,Research Scientist,Single,Yes,Y,2,44,1,1037,1,Bachelor's Degree,1,2,42,3,1,4,2436,13422,6,12,3,3,80,0,6,3,4,3,1,2,,
2782,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2783,3191.0,Male,Healthcare Representative,Single,Yes,Y,6,33,1,516,8,Doctoral Degree,1,4,69,3,2,3,6388,22049,2,17,3,1,80,0,14,3,0,0,0,0,,
2783,No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-2784,3192.0,Male,Sales Executive,Divorced,Yes,Y,3,29,1,991,5,Bachelor's Degree,1,1,43,2,2,2,4187,3356,1,13,3,2,80,1,10,2,10,0,0,9,,
2784,No,Travel_Rarely,45 - 54,Current Employees,Sales,Life Sciences,STAFF-2785,3193.0,Male,Sales Executive,Divorced,Yes,Y,5,46,1,1277,2,Bachelor's Degree,1,3,74,3,3,4,10368,5596,4,12,3,2,80,1,13,2,10,6,0,3,,
2785,No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-2786,3194.0,Male,Sales Executive,Divorced,Yes,Y,4,42,1,419,12,Master's Degree,1,2,77,3,2,4,5087,2900,3,12,3,3,80,2,14,3,0,0,0,0,,
2786,No,Travel_Rarely,25 - 34,Current Employees,Sales,Technical Degree,STAFF-2787,3195.0,Male,Sales Executive,Married,Yes,Y,3,34,1,971,1,Bachelor's Degree,1,4,64,2,3,3,7083,12288,1,14,3,4,80,0,10,3,10,9,8,6,,
2787,No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,STAFF-2788,3196.0,Male,Manager,Married,Yes,Y,2,50,1,264,9,Bachelor's Degree,1,3,59,3,5,3,19331,19519,4,16,3,3,80,1,27,3,1,0,0,0,,
2788,No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,STAFF-2789,3197.0,Male,Sales Executive,Married,Yes,Y,3,43,1,1179,2,Bachelor's Degree,1,4,73,3,2,4,7847,6069,1,17,3,1,80,1,10,3,10,9,8,8,,
2789,No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-2790,3198.0,Male,Sales Executive,Married,Yes,Y,3,34,1,1480,4,Bachelor's Degree,1,3,64,3,3,4,9713,24444,2,13,3,4,80,3,9,3,5,3,1,0,,
2790,No,Travel_Rarely,Under 25,Current Employees,Sales,Medical,STAFF-2791,3199.0,Male,Sales Representative,Single,Yes,Y,6,21,1,501,5,High School,1,3,58,3,1,1,2380,25479,1,11,3,4,80,0,2,3,2,2,1,2,,
2791,No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-2792,3200.0,Male,Sales Executive,Single,Yes,Y,2,41,1,1206,23,Associates Degree,1,4,80,3,3,3,7082,11591,3,16,3,4,80,0,21,3,2,0,0,2,,
2792,No,Non-Travel,25 - 34,Current Employees,R&D,Medical,STAFF-2793,3201.0,Female,Research Director,Married,No,Y,2,31,1,697,10,Bachelor's Degree,1,3,40,3,3,3,11031,26862,4,20,4,3,80,1,13,4,11,7,4,8,,
2793,No,Non-Travel,45 - 54,Current Employees,Sales,Life Sciences,STAFF-2794,3202.0,Female,Sales Executive,Married,No,Y,3,45,1,589,2,Master's Degree,1,3,67,3,2,3,5154,19665,4,22,4,2,80,2,10,4,8,7,5,7,,
2794,No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,STAFF-2795,3203.0,Female,Manager,Divorced,No,Y,2,54,1,1050,11,Master's Degree,1,2,87,3,4,4,16032,24456,3,20,4,1,80,1,26,3,14,9,1,12,,
2795,No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-2796,3204.0,Female,Laboratory Technician,Single,No,Y,3,38,1,148,2,Bachelor's Degree,1,4,42,2,1,2,2440,23826,1,22,4,2,80,0,4,3,4,3,3,3,,
2796,No,Travel_Frequently,25 - 34,Current Employees,R&D,Technical Degree,STAFF-2797,3205.0,Female,Manufacturing Director,Single,No,Y,3,31,1,163,24,High School,1,4,30,3,2,4,5238,6670,2,20,4,4,80,0,9,2,5,4,1,4,,
2797,No,Travel_Rarely,45 - 54,Current Employees,HR,Life Sciences,STAFF-2798,3206.0,Female,Human Resources,Married,No,Y,2,45,1,176,4,Bachelor's Degree,1,3,56,1,3,3,9756,6595,4,21,4,3,80,2,9,4,5,0,0,3,,
2798,No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-2799,3207.0,Female,Manufacturing Director,Divorced,No,Y,5,28,1,580,27,Bachelor's Degree,1,2,39,1,2,1,4877,20460,0,21,4,2,80,1,6,2,5,3,0,0,,
2799,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-2800,3208.0,Female,Research Scientist,Married,No,Y,5,26,1,474,3,Bachelor's Degree,1,1,89,3,1,4,2061,11133,1,21,4,1,80,0,1,3,1,0,0,0,,
2800,No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2801,3209.0,Female,Manufacturing Director,Married,No,Y,3,41,1,582,28,Master's Degree,1,1,60,2,4,2,13570,5640,0,23,4,3,80,1,21,3,20,7,0,10,,
2801,No,Travel_Rarely,Over 55,Current Employees,R&D,Life Sciences,STAFF-2802,3210.0,Female,Research Scientist,Married,No,Y,3,56,1,1255,1,Associates Degree,1,1,90,3,1,1,2066,10494,2,22,4,4,80,1,5,4,3,2,1,0,,
2802,No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-2803,3211.0,Female,Manager,Married,No,Y,6,54,1,584,22,Doctoral Degree,1,2,91,3,4,3,17426,18685,3,25,4,3,80,1,36,3,10,8,4,7,,
